TransactionID,id_30,id_31,id_33,DeviceType,DeviceInfo
3024022,Windows 10,chrome 63.0,1600x900,desktop,Windows
3024025,Windows 10,chrome 63.0,1600x900,desktop,Windows
3024026,Mac OS X 10_12_6,safari generic,5120x2880,desktop,MacOS
3024032,Mac OS X 10_12_6,safari generic,1440x900,desktop,MacOS
3024033,,,,,
3024034,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024036,,mobile safari 11.0,,mobile,
3024037,,mobile safari 11.0,,mobile,
3024038,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3024040,Mac OS X 10_12_6,chrome 62.0,3360x2100,desktop,MacOS
3024043,Android 6.0.1,samsung browser 6.2,,mobile,SAMSUNG
3024048,Windows 10,edge 16.0,,desktop,Windows
3024049,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3024050,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024052,,chrome 62.0 for android,,mobile,TOMMY2
3024055,Android,chrome generic,1920x1200,mobile,KFTHWI Build/KTU84M
3024056,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024059,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024063,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024064,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024066,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024069,Windows Vista,firefox 52.0,1024x768,desktop,Windows
3024070,Windows 10,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3024074,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024075,iOS 11.1.2,mobile safari generic,2048x1536,mobile,iOS Device
3024077,Windows 7,chrome 62.0,1366x768,desktop,Windows
3024078,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3024080,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024081,Mac OS X 10_12_6,chrome 62.0,1440x900,desktop,MacOS
3024085,,chrome 62.0 for android,,mobile,SM-J727U Build/NRD90M
3024088,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3024090,,chrome 62.0,,desktop,Windows
3024091,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024094,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024096,,chrome 62.0 for android,,mobile,SM-J727U Build/NRD90M
3024099,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024101,,chrome 62.0 for android,,mobile,SM-J727U Build/NRD90M
3024103,,chrome 58.0,,desktop,
3024104,Mac OS X 10_11_6,safari generic,1366x768,desktop,MacOS
3024107,,mobile safari 11.0,,mobile,
3024114,Mac OS X 10.10,firefox,1680x1050,desktop,rv:50.0
3024115,Windows 10,ie 11.0 for tablet,1920x1080,desktop,Trident/7.0
3024118,Mac OS X 10_13_2,chrome 63.0,1920x1200,desktop,MacOS
3024120,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024126,Mac OS X 10_13_2,chrome 63.0,1920x1200,desktop,MacOS
3024130,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024131,iOS 11.1.2,mobile safari generic,1334x750,mobile,iOS Device
3024133,,chrome 62.0,,desktop,Windows
3024135,,,,,
3024138,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024140,,chrome 62.0 for android,,mobile,SM-J727U Build/NRD90M
3024143,Windows 10,firefox 57.0,1366x768,desktop,Windows
3024144,Mac OS X 10_11_6,safari generic,1280x800,desktop,MacOS
3024145,iOS 11.1.2,mobile safari generic,2048x1536,mobile,iOS Device
3024153,Windows 10,chrome 62.0,1600x900,desktop,Windows
3024155,Mac OS X 10_11_6,chrome 61.0,1440x900,desktop,MacOS
3024156,,mobile safari 11.0,,mobile,
3024158,,chrome 63.0,,desktop,
3024159,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3024160,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3024164,Mac OS X 10_11_6,chrome 61.0,1440x900,desktop,MacOS
3024171,,samsung browser 6.2,,mobile,SAMSUNG SM-G950F Build/NRD90M
3024172,,chrome 62.0 for android,,mobile,SM-G610M Build/MMB29K
3024173,,chrome generic,,mobile,Moto G (4) Build/NPJ25.93-14.5
3024176,iOS 10.3.3,mobile safari generic,2048x1536,mobile,iOS Device
3024180,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024181,Windows 7,chrome 63.0,,desktop,Windows
3024182,,mobile safari 11.0,,mobile,
3024185,,mobile safari 11.0,,mobile,
3024186,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024187,Windows 10,chrome 63.0,1600x900,desktop,Windows
3024188,Mac OS X 10_9_5,chrome 62.0,,desktop,MacOS
3024191,iOS 11.0.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024192,Windows 7,chrome 63.0,,desktop,Windows
3024193,,mobile safari 11.0,,mobile,
3024197,,mobile safari 11.0,,mobile,
3024200,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024201,,chrome 62.0,,desktop,Windows
3024203,Windows 8.1,ie 11.0 for desktop,,desktop,Trident/7.0
3024204,,chrome generic,,mobile,Moto G (4) Build/NPJS25.93-14-10
3024205,,mobile safari 11.0,,mobile,
3024207,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3024208,Mac OS X 10_13_1,safari generic,1920x1080,desktop,MacOS
3024212,,edge 15.0,,desktop,Windows
3024213,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024215,iOS 11.1.2,mobile safari generic,1334x750,mobile,iOS Device
3024218,,mobile safari 11.0,,mobile,
3024220,Windows 10,chrome 62.0,3000x2000,desktop,Windows
3024222,,mobile safari 11.0,,mobile,
3024224,Mac OS X 10_13_1,safari generic,2048x1152,desktop,MacOS
3024225,iOS 11.2.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3024228,Windows 10,edge 15.0,1366x768,desktop,Windows
3024229,,chrome 62.0,,desktop,Windows
3024234,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024235,Windows 10,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3024238,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024243,iOS 11.1.2,mobile safari generic,2048x1536,mobile,iOS Device
3024248,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3024250,iOS 11.1.2,mobile safari generic,2001x1125,mobile,iOS Device
3024251,,chrome 62.0 for android,,mobile,Moto C Build/NRD90M.063
3024254,iOS 10.0.2,mobile safari 10.0,2048x1536,mobile,iOS Device
3024255,Mac OS X 10_11_6,chrome 62.0,1280x800,desktop,MacOS
3024256,Mac OS X 10_12_6,chrome 62.0,2880x1800,desktop,MacOS
3024257,Mac OS X 10_12_6,safari generic,2560x1600,desktop,MacOS
3024258,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3024259,Windows 10,edge 16.0,1920x1080,desktop,Windows
3024260,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024265,Windows 8.1,chrome 62.0,1360x768,desktop,Windows
3024267,,chrome 63.0,,desktop,Windows
3024268,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024270,Mac OS X 10_12_4,chrome 62.0,2560x1600,desktop,MacOS
3024272,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024277,Windows 10,chrome 63.0,1366x768,desktop,Windows
3024279,Windows 10,chrome 63.0,1366x768,desktop,Windows
3024283,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024284,,chrome 63.0 for android,,mobile,SLA-L03 Build/HUAWEISLA-L03
3024286,,,,,
3024289,Mac OS X 10_13_1,chrome 62.0,1440x900,desktop,MacOS
3024290,Windows 10,edge 16.0,1920x1080,desktop,Windows
3024291,,,,,
3024294,,,,,
3024296,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3024297,Mac OS X 10_11_5,safari generic,1280x800,desktop,MacOS
3024304,Mac OS X 10_12_6,chrome 62.0,1440x900,desktop,MacOS
3024306,,chrome 62.0,,desktop,Windows
3024309,Windows 7,chrome 62.0,1360x768,desktop,Windows
3024312,Mac OS X 10_12_6,chrome 62.0,1280x800,desktop,MacOS
3024318,,chrome 62.0,,desktop,Windows
3024319,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024320,,mobile safari 11.0,,mobile,
3024325,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024326,,chrome 62.0,,desktop,Windows
3024327,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024332,,chrome 62.0,,desktop,Windows
3024336,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024338,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024342,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024344,Windows 7,chrome 63.0,1600x900,desktop,Windows
3024345,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024347,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024348,Mac OS X 10_12_6,safari generic,2880x1800,desktop,MacOS
3024349,Mac OS X 10_11_6,safari generic,2560x1600,desktop,MacOS
3024350,Mac OS X 10_13_1,chrome 62.0,1440x900,desktop,MacOS
3024353,,chrome 61.0,,desktop,Windows
3024365,Mac OS X 10_10_5,safari generic,2560x1600,desktop,MacOS
3024368,iOS 10.3.2,mobile safari 10.0,2001x1125,mobile,iOS Device
3024370,Mac OS X 10_13_1,chrome 62.0,1920x1080,desktop,MacOS
3024371,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024372,Mac OS X 10_10_5,safari generic,2560x1600,desktop,MacOS
3024375,,chrome 62.0,,desktop,
3024376,,chrome 62.0,,desktop,Windows
3024377,Windows 10,edge 15.0,1920x1080,desktop,Windows
3024382,,chrome 62.0,,desktop,Windows
3024384,,firefox 52.0,,desktop,
3024385,Windows 7,opera 49.0,1366x768,desktop,Windows
3024386,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024387,,mobile safari 11.0,,mobile,
3024390,Mac OS X 10_13_2,safari generic,4096x2304,desktop,MacOS
3024392,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024393,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024398,Windows 10,chrome 60.0,1680x1050,desktop,Windows
3024401,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3024404,Mac OS X 10_12_4,safari generic,2560x1600,desktop,MacOS
3024406,,chrome generic,,mobile,Moto E (4) Build/NMA26.42-11-3
3024408,Mac OS X 10_12_6,chrome 62.0,2880x1800,desktop,MacOS
3024409,Android 5.1.1,chrome 62.0 for android,,mobile,SM-T280 Build/LMY47V
3024413,Windows 10,chrome 62.0,3000x2000,desktop,Windows
3024414,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024417,iOS 10.3.2,mobile safari 10.0,1334x750,mobile,iOS Device
3024419,,firefox 57.0,,desktop,rv:57.0
3024430,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024432,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024434,,mobile safari 11.0,,mobile,
3024435,,mobile safari 11.0,,mobile,
3024437,Windows 10,edge 15.0,1920x1080,desktop,Windows
3024447,,safari generic,,desktop,
3024448,,chrome 62.0 for android,,mobile,BLL-L23 Build/HUAWEIBLL-L23
3024449,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024450,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024454,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024458,Mac OS X 10_13_1,safari generic,1440x900,desktop,MacOS
3024459,,chrome 62.0 for android,,mobile,CAM-L03 Build/HUAWEICAM-L03
3024461,Mac OS X 10_11_6,chrome 63.0,1440x900,desktop,MacOS
3024465,iOS 10.2.0,mobile safari 10.0,1334x750,mobile,iOS Device
3024467,iOS 11.2.0,mobile safari 11.0,1334x750,mobile,iOS Device
3024472,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024473,Windows 10,chrome 60.0,1920x1080,desktop,Windows
3024474,,mobile safari 11.0,,mobile,
3024479,Windows 7,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3024483,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024486,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3024488,,edge 15.0,,desktop,Windows
3024489,,chrome 62.0,,desktop,
3024491,iOS 10.2.0,mobile safari 10.0,1334x750,mobile,iOS Device
3024492,iOS 11.1.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3024494,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3024495,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024497,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3024498,,mobile safari 11.0,,mobile,
3024499,Windows 7,chrome 62.0,1440x900,desktop,Windows
3024500,,,,,
3024502,,mobile safari 11.0,,mobile,
3024503,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3024504,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024505,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024506,Android,chrome 63.0,1280x720,mobile,
3024509,Mac OS X 10_12_6,safari generic,5120x2880,desktop,MacOS
3024510,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024511,,mobile safari 11.0,,mobile,
3024515,,chrome 62.0 for android,,mobile,BLL-L23 Build/HUAWEIBLL-L23
3024517,Mac OS X 10_9_5,chrome 62.0,,desktop,MacOS
3024518,Windows 10,edge 16.0,,desktop,Windows
3024519,,mobile safari 11.0,,mobile,
3024521,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3024522,iOS 9.3.5,mobile safari 9.0,1024x768,mobile,iOS Device
3024523,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024524,Mac OS X 10_9_5,chrome 62.0,,desktop,MacOS
3024531,,mobile safari 11.0,,mobile,
3024532,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024537,,mobile safari generic,,mobile,
3024538,Android 7.0,chrome 62.0 for android,,mobile,SM-G928V Build/NRD90M
3024540,Windows 8.1,chrome 63.0,3200x1800,desktop,Windows
3024542,Mac OS X 10_9_5,safari generic,1280x800,desktop,MacOS
3024543,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3024544,Windows 8.1,chrome 63.0,3200x1800,desktop,Windows
3024547,,mobile safari 11.0,,mobile,
3024548,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024550,Windows 10,edge 16.0,1920x1080,desktop,Windows
3024551,Windows 8.1,chrome 63.0,3200x1800,desktop,Windows
3024552,,,,,
3024556,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024557,iOS 11.1.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3024558,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3024560,,chrome 62.0 for android,,mobile,LG-K200 Build/MXB48T
3024564,Linux,chrome 62.0,1366x768,desktop,
3024565,,chrome 62.0 for android,,mobile,F8331
3024568,Windows 10,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3024569,,chrome 63.0,,desktop,
3024570,iOS 11.1.2,mobile safari 11.0,2001x1125,mobile,iOS Device
3024572,,chrome 63.0,,desktop,Windows
3024573,Android 6.0.1,chrome,855x480,mobile,Z837VL
3024575,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024577,,chrome 59.0 for android,,mobile,SM-G531H Build/LMY48B
3024579,iOS 10.2.0,mobile safari 10.0,1334x750,mobile,iOS Device
3024580,Mac OS X 10_12_6,safari generic,2880x1800,desktop,MacOS
3024581,Windows 10,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3024584,Mac OS X 10.10,firefox 57.0,1920x1080,desktop,rv:57.0
3024586,,mobile safari 11.0,,mobile,
3024587,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024588,Mac OS X 10_12_6,safari generic,1920x1080,desktop,MacOS
3024589,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024590,Windows 10,chrome 63.0,1600x900,desktop,Windows
3024592,,chrome 63.0 for android,,mobile,SM-A510F Build/NRD90M
3024594,,chrome 63.0,,desktop,
3024596,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3024597,iOS 10.0.2,mobile safari generic,2048x1536,mobile,iOS Device
3024598,iOS 9.3.5,mobile safari 9.0,2048x1536,mobile,iOS Device
3024601,Windows 7,chrome 62.0,1366x768,desktop,Windows
3024603,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024608,Windows 10,chrome 62.0,1680x1050,desktop,Windows
3024609,Mac OS X 10_11_6,safari generic,1920x1080,desktop,MacOS
3024616,iOS 10.3.3,mobile safari generic,2048x1536,mobile,iOS Device
3024619,Windows 10,chrome 60.0,1366x768,desktop,Windows
3024627,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024630,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024634,,mobile safari 11.0,,mobile,
3024636,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024642,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024643,Windows 10,edge 16.0,,desktop,Windows
3024644,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024645,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024647,iOS 11.0.3,mobile safari 11.0,2208x1242,mobile,iOS Device
3024648,,chrome 63.0 for android,,mobile,SM-A510F Build/NRD90M
3024654,Windows 10,chrome 62.0,3441x1440,desktop,Windows
3024656,,,,,
3024657,Android 7.0,chrome 62.0 for android,2560x1440,mobile,VS987 Build/NRD90U
3024658,Mac OS X 10_11_6,chrome 62.0,1440x900,desktop,MacOS
3024659,,,,,
3024663,Android 7.1.1,samsung browser 6.2,2961x1442,mobile,SAMSUNG SM-N950U Build/NMF26X
3024664,,,,,
3024665,Mac OS X 10_13_2,safari generic,2560x1600,desktop,MacOS
3024668,Mac OS X 10_11_6,chrome 61.0,2880x1800,desktop,MacOS
3024671,Mac OS X 10_11_6,safari generic,2560x1600,desktop,MacOS
3024672,iOS 11.1.1,mobile safari 11.0,2048x1536,mobile,iOS Device
3024673,,chrome 63.0,,desktop,Windows
3024675,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3024683,iOS 10.0.2,mobile safari 10.0,2208x1242,mobile,iOS Device
3024684,Windows 10,chrome 62.0,3441x1440,desktop,Windows
3024687,,,,,
3024688,Mac OS X 10.13,firefox 57.0,2880x1800,desktop,rv:57.0
3024692,,,,,
3024694,Android 7.0,chrome 62.0 for android,1280x720,mobile,SAMSUNG-SM-J327A Build/NRD90M
3024696,Windows 10,edge 15.0,,desktop,Windows
3024698,Windows 7,chrome 62.0,1366x768,desktop,Windows
3024702,Mac OS X 10_13_1,chrome 63.0,1440x900,desktop,MacOS
3024704,Windows 8.1,chrome 63.0,1920x1080,desktop,Windows
3024710,Windows 7,ie 11.0 for desktop,1366x768,desktop,rv:11.0
3024713,Mac OS X 10_12_6,chrome 62.0,2880x1800,desktop,MacOS
3024715,,chrome generic,,mobile,Moto G (5) Build/NPP25.137-72
3024716,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024718,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024719,,mobile safari 11.0,,mobile,
3024721,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024722,Mac OS X 10_9_5,safari generic,1280x800,desktop,MacOS
3024725,iOS 10.3.2,mobile safari 10.0,1334x750,mobile,iOS Device
3024726,iOS 11.1.2,mobile safari generic,1136x640,mobile,iOS Device
3024728,iOS 10.3.2,mobile safari 10.0,1334x750,mobile,iOS Device
3024729,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024730,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024732,iOS 10.3.2,mobile safari 10.0,1334x750,mobile,iOS Device
3024734,Mac OS X 10_13_1,safari generic,1920x1080,desktop,MacOS
3024735,Windows 7,firefox 57.0,1600x900,desktop,Windows
3024737,Windows 8.1,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3024739,Windows 7,chrome 62.0,1920x1080,desktop,Windows
3024744,Mac OS X 10_11_6,chrome 61.0,2880x1800,desktop,MacOS
3024748,Android,chrome 62.0,1366x768,mobile,
3024749,,mobile safari 11.0,,mobile,
3024750,Windows 8.1,chrome 62.0,1440x900,desktop,Windows
3024751,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3024753,Mac OS X 10.11,firefox 56.0,2880x1800,desktop,rv:56.0
3024755,Windows 10,edge 16.0,1680x1050,desktop,Windows
3024757,Windows 10,edge 16.0,1920x1080,desktop,Windows
3024758,Windows 10,edge 15.0,1366x768,desktop,Windows
3024759,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3024765,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3024767,Windows 7,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3024769,,mobile safari 10.0,,mobile,
3024770,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3024774,,chrome 62.0,,desktop,Windows
3024776,Windows 10,edge 15.0,,desktop,Windows
3024788,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3024799,Mac OS X 10_11_6,chrome 62.0,2560x1440,desktop,MacOS
3024802,Windows 10,chrome 63.0,1280x1024,desktop,Windows
3024806,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024811,,chrome 62.0,,desktop,Windows
3024816,Mac OS X 10_11_6,chrome 62.0,1920x1080,desktop,MacOS
3024820,iOS 11.1.1,mobile safari 11.0,1334x750,mobile,iOS Device
3024821,Mac OS X 10_13_1,safari generic,1920x1080,desktop,MacOS
3024824,Windows 7,ie 11.0 for desktop,1440x900,desktop,Trident/7.0
3024827,,mobile safari 11.0,,mobile,
3024828,,chrome 62.0,,desktop,Windows
3024829,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024834,iOS,,960x640,mobile,iOS Device
3024835,Windows 8.1,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3024836,,safari generic,,desktop,
3024837,Windows 10,chrome 62.0,1600x900,desktop,Windows
3024842,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3024843,Windows 10,chrome 62.0,1440x900,desktop,Windows
3024844,Windows 10,chrome 62.0,3200x1800,desktop,Windows
3024845,Mac OS X 10_10_5,safari generic,1920x1080,desktop,MacOS
3024847,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024851,iOS 11.1.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024854,iOS 11.0.3,mobile safari 11.0,1136x640,mobile,iOS Device
3024855,iOS 11.0.2,mobile safari 11.0,1334x750,mobile,iOS Device
3024856,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024857,Mac OS X 10_9_5,safari generic,2560x1600,desktop,MacOS
3024859,Windows 7,ie 11.0 for desktop,1920x1080,desktop,rv:11.0
3024861,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024864,Windows 7,ie 11.0 for desktop,1440x900,desktop,Trident/7.0
3024865,Linux,chrome 62.0,1366x768,desktop,
3024871,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3024874,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024879,Mac OS X 10_13_2,chrome 62.0,1360x768,desktop,MacOS
3024880,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024882,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024886,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3024890,iOS 11.1.2,mobile safari 11.0,1136x640,mobile,iOS Device
3024892,,chrome 62.0 for android,,mobile,Ilium X710 Build/MRA58K
3024893,,chrome 63.0,,desktop,Windows
3024894,Windows 10,chrome 62.0,1366x768,desktop,Windows
3024895,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024897,Android 7.0,samsung browser 6.2,1920x1080,mobile,SAMSUNG SM-G930P Build/NRD90M
3024898,Mac OS X 10_11_5,chrome 58.0,2560x1600,desktop,MacOS
3024899,Windows 10,firefox 57.0,1024x768,desktop,Windows
3024900,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024904,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3024905,iOS 10.1.1,mobile safari 10.0,2048x1536,mobile,iOS Device
3024906,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024907,Windows 7,chrome 63.0,1366x768,desktop,Windows
3024908,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3024909,Windows 10,firefox 57.0,1366x768,desktop,Windows
3024911,iOS 10.1.1,mobile safari 10.0,2048x1536,mobile,iOS Device
3024917,Windows 10,firefox 57.0,1366x768,desktop,Windows
3024919,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3024921,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3024923,iOS 11.0.3,mobile safari 11.0,2048x1536,mobile,iOS Device
3024924,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3024925,,mobile safari 11.0,,mobile,
3024928,Windows 10,ie 11.0 for tablet,,desktop,Trident/7.0
3024932,Windows 10,ie 11.0 for tablet,,desktop,Trident/7.0
3024934,,mobile safari 11.0,,mobile,
3024936,,chrome,,mobile,
3024939,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3024940,,mobile safari 11.0,,mobile,
3024944,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3024954,iOS 11.2.0,mobile safari 11.0,2208x1242,mobile,iOS Device
3024955,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024956,Windows 10,ie 11.0 for desktop,1600x900,desktop,Trident/7.0
3024958,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024963,iOS 11.1.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3024965,iOS 11.0.3,mobile safari 11.0,1136x640,mobile,iOS Device
3024968,iOS 11.2.0,mobile safari 11.0,2048x1536,mobile,iOS Device
3024969,Windows 10,chrome 62.0,1920x1080,desktop,Windows
3024971,iOS 11.0.3,mobile safari 11.0,1136x640,mobile,iOS Device
3024972,,chrome 63.0,,desktop,Windows
3024975,iOS 11.0.3,mobile safari 11.0,1136x640,mobile,iOS Device
3024976,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3024978,Windows 10,chrome 63.0,3840x2160,desktop,Windows
3024979,Mac OS X 10.13,firefox 57.0,2560x1600,desktop,rv:57.0
3024982,Windows 10,firefox,,desktop,rv:57.0
3024983,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3024986,,chrome 63.0,,desktop,Windows
3024987,,mobile safari 11.0,,mobile,
3024988,Windows 8,chrome 62.0,,desktop,Windows
3024990,iOS 11.2.0,mobile safari 11.0,1334x750,mobile,iOS Device
3024997,Mac OS X 10_12_6,safari generic,1440x900,desktop,MacOS
3024998,Windows 7,chrome 63.0,1366x768,desktop,Windows
3025001,,chrome 63.0,,desktop,Windows
3025002,,safari generic,,desktop,
3025003,iOS 11.1.1,mobile safari 11.0,2001x1125,mobile,iOS Device
3025004,Android 7.0,chrome 62.0 for android,,mobile,SAMSUNG-SM-G891A Build/NRD90M
3025005,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,SM-G900V Build/MMB29M
3025006,Windows 10,edge 16.0,1920x1080,desktop,Windows
3025008,iOS,,960x640,mobile,iOS Device
